source_file,house_brand,house_partno,house_legacy_partno,house_style,house_material_codes,competitor_brand,competitor_partno,competitor_style,product_line,shaft_in,bore_in,width_in,lip_material,case_material,spring_material,material_desc,fit_type,fit_value,fit_notes,description
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101680,S70123,O-RING,SILICONE,BOYD,2-123 S500-70,O-RING,O-RING,1.174,1.38,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-123 1-3/16"" ID x 1-3/8"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102067,V75123,O-RING,FKM,BOYD,2-123 V700-75,O-RING,O-RING,1.174,1.38,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-123 1-3/16"" ID x 1-3/8"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102845,BV75123,O-RING,FKM,BOYD,2-123 V708-75,O-RING,O-RING,1.174,1.38,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-123 1-3/16"" ID x 1-3/8"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100075,N70124,O-RING,NBR,BOYD,2-124 N100-70,O-RING,O-RING,1.237,1.443,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-124 1-1/4"" ID x 1-7/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101292,N90124,O-RING,NBR,BOYD,2-124 N140-90,O-RING,O-RING,1.237,1.443,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-124 1-1/4"" ID x 1-7/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101681,S70124,O-RING,SILICONE,BOYD,2-124 S500-70,O-RING,O-RING,1.237,1.443,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-124 1-1/4"" ID x 1-7/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102068,V75124,O-RING,FKM,BOYD,2-124 V700-75,O-RING,O-RING,1.237,1.443,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-124 1-1/4"" ID x 1-7/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102846,BV75124,O-RING,FKM,BOYD,2-124 V708-75,O-RING,O-RING,1.237,1.443,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-124 1-1/4"" ID x 1-7/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100076,N70125,O-RING,NBR,BOYD,2-125 N100-70,O-RING,O-RING,1.299,1.505,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-125 1-5/16"" ID x 1-1/2"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101293,N90125,O-RING,NBR,BOYD,2-125 N140-90,O-RING,O-RING,1.299,1.505,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-125 1-5/16"" ID x 1-1/2"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101682,S70125,O-RING,SILICONE,BOYD,2-125 S500-70,O-RING,O-RING,1.299,1.505,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-125 1-5/16"" ID x 1-1/2"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102069,V75125,O-RING,FKM,BOYD,2-125 V700-75,O-RING,O-RING,1.299,1.505,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-125 1-5/16"" ID x 1-1/2"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102847,BV75125,O-RING,FKM,BOYD,2-125 V708-75,O-RING,O-RING,1.299,1.505,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-125 1-5/16"" ID x 1-1/2"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100077,N70126,O-RING,NBR,BOYD,2-126 N100-70,O-RING,O-RING,1.362,1.568,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-126 1-3/8"" ID x 1-9/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101294,N90126,O-RING,NBR,BOYD,2-126 N140-90,O-RING,O-RING,1.362,1.568,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-126 1-3/8"" ID x 1-9/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101683,S70126,O-RING,SILICONE,BOYD,2-126 S500-70,O-RING,O-RING,1.362,1.568,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-126 1-3/8"" ID x 1-9/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102070,V75126,O-RING,FKM,BOYD,2-126 V700-75,O-RING,O-RING,1.362,1.568,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-126 1-3/8"" ID x 1-9/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102848,BV75126,O-RING,FKM,BOYD,2-126 V708-75,O-RING,O-RING,1.362,1.568,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-126 1-3/8"" ID x 1-9/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100078,N70127,O-RING,NBR,BOYD,2-127 N100-70,O-RING,O-RING,1.424,1.63,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-127 1-7/16"" ID x 1-5/8"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101295,N90127,O-RING,NBR,BOYD,2-127 N140-90,O-RING,O-RING,1.424,1.63,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-127 1-7/16"" ID x 1-5/8"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101684,S70127,O-RING,SILICONE,BOYD,2-127 S500-70,O-RING,O-RING,1.424,1.63,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-127 1-7/16"" ID x 1-5/8"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102071,V75127,O-RING,FKM,BOYD,2-127 V700-75,O-RING,O-RING,1.424,1.63,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-127 1-7/16"" ID x 1-5/8"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102849,BV75127,O-RING,FKM,BOYD,2-127 V708-75,O-RING,O-RING,1.424,1.63,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-127 1-7/16"" ID x 1-5/8"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100079,N70128,O-RING,NBR,BOYD,2-128 N100-70,O-RING,O-RING,1.487,1.693,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-128 1-1/2"" ID x 1-11/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101296,N90128,O-RING,NBR,BOYD,2-128 N140-90,O-RING,O-RING,1.487,1.693,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-128 1-1/2"" ID x 1-11/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101685,S70128,O-RING,SILICONE,BOYD,2-128 S500-70,O-RING,O-RING,1.487,1.693,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-128 1-1/2"" ID x 1-11/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102072,V75128,O-RING,FKM,BOYD,2-128 V700-75,O-RING,O-RING,1.487,1.693,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-128 1-1/2"" ID x 1-11/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102850,BV75128,O-RING,FKM,BOYD,2-128 V708-75,O-RING,O-RING,1.487,1.693,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-128 1-1/2"" ID x 1-11/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100080,N70129,O-RING,NBR,BOYD,2-129 N100-70,O-RING,O-RING,1.549,1.755,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-129 1-9/16"" ID x 1-3/4"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101297,N90129,O-RING,NBR,BOYD,2-129 N140-90,O-RING,O-RING,1.549,1.755,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-129 1-9/16"" ID x 1-3/4"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101686,S70129,O-RING,SILICONE,BOYD,2-129 S500-70,O-RING,O-RING,1.549,1.755,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-129 1-9/16"" ID x 1-3/4"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102073,V75129,O-RING,FKM,BOYD,2-129 V700-75,O-RING,O-RING,1.549,1.755,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-129 1-9/16"" ID x 1-3/4"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102851,BV75129,O-RING,FKM,BOYD,2-129 V708-75,O-RING,O-RING,1.549,1.755,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-129 1-9/16"" ID x 1-3/4"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100081,N70130,O-RING,NBR,BOYD,2-130 N100-70,O-RING,O-RING,1.612,1.818,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-130 1-5/8"" ID x 1-13/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101298,N90130,O-RING,NBR,BOYD,2-130 N140-90,O-RING,O-RING,1.612,1.818,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-130 1-5/8"" ID x 1-13/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101687,S70130,O-RING,SILICONE,BOYD,2-130 S500-70,O-RING,O-RING,1.612,1.818,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-130 1-5/8"" ID x 1-13/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102074,V75130,O-RING,FKM,BOYD,2-130 V700-75,O-RING,O-RING,1.612,1.818,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-130 1-5/8"" ID x 1-13/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102852,BV75130,O-RING,FKM,BOYD,2-130 V708-75,O-RING,O-RING,1.612,1.818,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-130 1-5/8"" ID x 1-13/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100082,N70131,O-RING,NBR,BOYD,2-131 N100-70,O-RING,O-RING,1.674,1.88,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-131 1-11/16"" ID x 1-7/8"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101299,N90131,O-RING,NBR,BOYD,2-131 N140-90,O-RING,O-RING,1.674,1.88,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-131 1-11/16"" ID x 1-7/8"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101688,S70131,O-RING,SILICONE,BOYD,2-131 S500-70,O-RING,O-RING,1.674,1.88,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-131 1-11/16"" ID x 1-7/8"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102075,V75131,O-RING,FKM,BOYD,2-131 V700-75,O-RING,O-RING,1.674,1.88,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-131 1-11/16"" ID x 1-7/8"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102853,BV75131,O-RING,FKM,BOYD,2-131 V708-75,O-RING,O-RING,1.674,1.88,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-131 1-11/16"" ID x 1-7/8"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100083,N70132,O-RING,NBR,BOYD,2-132 N100-70,O-RING,O-RING,1.737,1.943,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-132 1-3/4"" ID x 1-15/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101300,N90132,O-RING,NBR,BOYD,2-132 N140-90,O-RING,O-RING,1.737,1.943,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-132 1-3/4"" ID x 1-15/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101689,S70132,O-RING,SILICONE,BOYD,2-132 S500-70,O-RING,O-RING,1.737,1.943,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-132 1-3/4"" ID x 1-15/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102076,V75132,O-RING,FKM,BOYD,2-132 V700-75,O-RING,O-RING,1.737,1.943,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-132 1-3/4"" ID x 1-15/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102854,BV75132,O-RING,FKM,BOYD,2-132 V708-75,O-RING,O-RING,1.737,1.943,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-132 1-3/4"" ID x 1-15/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100084,N70133,O-RING,NBR,BOYD,2-133 N100-70,O-RING,O-RING,1.799,2.005,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-133 1-13/16"" ID x 2"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101301,N90133,O-RING,NBR,BOYD,2-133 N140-90,O-RING,O-RING,1.799,2.005,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-133 1-13/16"" ID x 2"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101690,S70133,O-RING,SILICONE,BOYD,2-133 S500-70,O-RING,O-RING,1.799,2.005,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-133 1-13/16"" ID x 2"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102077,V75133,O-RING,FKM,BOYD,2-133 V700-75,O-RING,O-RING,1.799,2.005,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-133 1-13/16"" ID x 2"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102855,BV75133,O-RING,FKM,BOYD,2-133 V708-75,O-RING,O-RING,1.799,2.005,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-133 1-13/16"" ID x 2"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100085,N70134,O-RING,NBR,BOYD,2-134 N100-70,O-RING,O-RING,1.862,2.068,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-134 1-7/8"" ID x 2-1/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101302,N90134,O-RING,NBR,BOYD,2-134 N140-90,O-RING,O-RING,1.862,2.068,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-134 1-7/8"" ID x 2-1/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101691,S70134,O-RING,SILICONE,BOYD,2-134 S500-70,O-RING,O-RING,1.862,2.068,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-134 1-7/8"" ID x 2-1/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102078,V75134,O-RING,FKM,BOYD,2-134 V700-75,O-RING,O-RING,1.862,2.068,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-134 1-7/8"" ID x 2-1/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102856,BV75134,O-RING,FKM,BOYD,2-134 V708-75,O-RING,O-RING,1.862,2.068,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-134 1-7/8"" ID x 2-1/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100086,N70135,O-RING,NBR,BOYD,2-135 N100-70,O-RING,O-RING,1.925,2.131,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-135 1-15/16"" ID x 2-1/8"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101303,N90135,O-RING,NBR,BOYD,2-135 N140-90,O-RING,O-RING,1.925,2.131,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-135 1-15/16"" ID x 2-1/8"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101692,S70135,O-RING,SILICONE,BOYD,2-135 S500-70,O-RING,O-RING,1.925,2.131,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-135 1-15/16"" ID x 2-1/8"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102079,V75135,O-RING,FKM,BOYD,2-135 V700-75,O-RING,O-RING,1.925,2.131,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-135 1-15/16"" ID x 2-1/8"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102857,BV75135,O-RING,FKM,BOYD,2-135 V708-75,O-RING,O-RING,1.925,2.131,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-135 1-15/16"" ID x 2-1/8"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100087,N70136,O-RING,NBR,BOYD,2-136 N100-70,O-RING,O-RING,1.987,2.193,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-136 2"" ID x 2-3/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101304,N90136,O-RING,NBR,BOYD,2-136 N140-90,O-RING,O-RING,1.987,2.193,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-136 2"" ID x 2-3/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101693,S70136,O-RING,SILICONE,BOYD,2-136 S500-70,O-RING,O-RING,1.987,2.193,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-136 2"" ID x 2-3/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102080,V75136,O-RING,FKM,BOYD,2-136 V700-75,O-RING,O-RING,1.987,2.193,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-136 2"" ID x 2-3/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102858,BV75136,O-RING,FKM,BOYD,2-136 V708-75,O-RING,O-RING,1.987,2.193,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-136 2"" ID x 2-3/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100088,N70137,O-RING,NBR,BOYD,2-137 N100-70,O-RING,O-RING,2.05,2.256,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-137 2-1/16"" ID x 2-1/4"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101305,N90137,O-RING,NBR,BOYD,2-137 N140-90,O-RING,O-RING,2.05,2.256,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-137 2-1/16"" ID x 2-1/4"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101694,S70137,O-RING,SILICONE,BOYD,2-137 S500-70,O-RING,O-RING,2.05,2.256,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-137 2-1/16"" ID x 2-1/4"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102081,V75137,O-RING,FKM,BOYD,2-137 V700-75,O-RING,O-RING,2.05,2.256,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-137 2-1/16"" ID x 2-1/4"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102859,BV75137,O-RING,FKM,BOYD,2-137 V708-75,O-RING,O-RING,2.05,2.256,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-137 2-1/16"" ID x 2-1/4"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100089,N70138,O-RING,NBR,BOYD,2-138 N100-70,O-RING,O-RING,2.112,2.318,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-138 2-1/8"" ID x 2-5/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101306,N90138,O-RING,NBR,BOYD,2-138 N140-90,O-RING,O-RING,2.112,2.318,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-138 2-1/8"" ID x 2-5/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101695,S70138,O-RING,SILICONE,BOYD,2-138 S500-70,O-RING,O-RING,2.112,2.318,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-138 2-1/8"" ID x 2-5/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102082,V75138,O-RING,FKM,BOYD,2-138 V700-75,O-RING,O-RING,2.112,2.318,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-138 2-1/8"" ID x 2-5/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102860,BV75138,O-RING,FKM,BOYD,2-138 V708-75,O-RING,O-RING,2.112,2.318,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-138 2-1/8"" ID x 2-5/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100090,N70139,O-RING,NBR,BOYD,2-139 N100-70,O-RING,O-RING,2.175,2.381,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-139 2-3/16"" ID x 2-3/8"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101307,N90139,O-RING,NBR,BOYD,2-139 N140-90,O-RING,O-RING,2.175,2.381,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-139 2-3/16"" ID x 2-3/8"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101696,S70139,O-RING,SILICONE,BOYD,2-139 S500-70,O-RING,O-RING,2.175,2.381,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-139 2-3/16"" ID x 2-3/8"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102083,V75139,O-RING,FKM,BOYD,2-139 V700-75,O-RING,O-RING,2.175,2.381,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-139 2-3/16"" ID x 2-3/8"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102861,BV75139,O-RING,FKM,BOYD,2-139 V708-75,O-RING,O-RING,2.175,2.381,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-139 2-3/16"" ID x 2-3/8"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
