source_file,house_brand,house_partno,house_legacy_partno,house_style,house_material_codes,competitor_brand,competitor_partno,competitor_style,product_line,shaft_in,bore_in,width_in,lip_material,case_material,spring_material,material_desc,fit_type,fit_value,fit_notes,description
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101220,N90001,O-RING,NBR,BOYD,2-001 N140-90,O-RING,O-RING,0.029,0.109,0.04,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-001 1/32"" ID x 3/32"" OD x 1/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101609,S70001,O-RING,SILICONE,BOYD,2-001 S500-70,O-RING,O-RING,0.029,0.109,0.04,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-001 1/32"" ID x 3/32"" OD x 1/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101996,V75001,O-RING,FKM,BOYD,2-001 V700-75,O-RING,O-RING,0.029,0.109,0.04,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-001 1/32"" ID x 3/32"" OD x 1/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102766,BV75001,O-RING,FKM,BOYD,2-001 V708-75,O-RING,O-RING,0.029,0.109,0.04,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-001 1/32"" ID x 3/32"" OD x 1/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100001,N70002,O-RING,NBR,BOYD,2-002 N100-70,O-RING,O-RING,0.042,0.142,0.05,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-002 3/64"" ID x 9/64"" OD x 3/64"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101221,N90002,O-RING,NBR,BOYD,2-002 N140-90,O-RING,O-RING,0.042,0.142,0.05,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-002 3/64"" ID x 9/64"" OD x 3/64"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101610,S70002,O-RING,SILICONE,BOYD,2-002 S500-70,O-RING,O-RING,0.042,0.142,0.05,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-002 3/64"" ID x 9/64"" OD x 3/64"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101997,V75002,O-RING,FKM,BOYD,2-002 V700-75,O-RING,O-RING,0.042,0.142,0.05,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-002 3/64"" ID x 9/64"" OD x 3/64"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102767,BV75002,O-RING,FKM,BOYD,2-002 V708-75,O-RING,O-RING,0.042,0.142,0.05,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-002 3/64"" ID x 9/64"" OD x 3/64"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100002,N70003,O-RING,NBR,BOYD,2-003 N100-70,O-RING,O-RING,0.056,0.176,0.06,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-003 1/16"" ID x 3/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101222,N90003,O-RING,NBR,BOYD,2-003 N140-90,O-RING,O-RING,0.056,0.176,0.06,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-003 1/16"" ID x 3/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101611,S70003,O-RING,SILICONE,BOYD,2-003 S500-70,O-RING,O-RING,0.056,0.176,0.06,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-003 1/16"" ID x 3/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101998,V75003,O-RING,FKM,BOYD,2-003 V700-75,O-RING,O-RING,0.056,0.176,0.06,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-003 1/16"" ID x 3/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102768,BV75003,O-RING,FKM,BOYD,2-003 V708-75,O-RING,O-RING,0.056,0.176,0.06,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-003 1/16"" ID x 3/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100003,N70004,O-RING,NBR,BOYD,2-004 N100-70,O-RING,O-RING,0.07,0.21,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-004 5/64"" ID x 13/64"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101223,N90004,O-RING,NBR,BOYD,2-004 N140-90,O-RING,O-RING,0.07,0.21,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-004 5/64"" ID x 13/64"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101612,S70004,O-RING,SILICONE,BOYD,2-004 S500-70,O-RING,O-RING,0.07,0.21,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-004 5/64"" ID x 13/64"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101999,V75004,O-RING,FKM,BOYD,2-004 V700-75,O-RING,O-RING,0.07,0.21,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-004 5/64"" ID x 13/64"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102769,BV75004,O-RING,FKM,BOYD,2-004 V708-75,O-RING,O-RING,0.07,0.21,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-004 5/64"" ID x 13/64"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100004,N70005,O-RING,NBR,BOYD,2-005 N100-70,O-RING,O-RING,0.101,0.241,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-005 3/32"" ID x 7/32"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101224,N90005,O-RING,NBR,BOYD,2-005 N140-90,O-RING,O-RING,0.101,0.241,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-005 3/32"" ID x 7/32"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101613,S70005,O-RING,SILICONE,BOYD,2-005 S500-70,O-RING,O-RING,0.101,0.241,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-005 3/32"" ID x 7/32"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102000,V75005,O-RING,FKM,BOYD,2-005 V700-75,O-RING,O-RING,0.101,0.241,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-005 3/32"" ID x 7/32"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102770,BV75005,O-RING,FKM,BOYD,2-005 V708-75,O-RING,O-RING,0.101,0.241,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-005 3/32"" ID x 7/32"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100005,N70006,O-RING,NBR,BOYD,2-006 N100-70,O-RING,O-RING,0.114,0.254,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-006 1/8"" ID x 1/4"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101225,N90006,O-RING,NBR,BOYD,2-006 N140-90,O-RING,O-RING,0.114,0.254,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-006 1/8"" ID x 1/4"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101614,S70006,O-RING,SILICONE,BOYD,2-006 S500-70,O-RING,O-RING,0.114,0.254,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-006 1/8"" ID x 1/4"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102001,V75006,O-RING,FKM,BOYD,2-006 V700-75,O-RING,O-RING,0.114,0.254,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-006 1/8"" ID x 1/4"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102771,BV75006,O-RING,FKM,BOYD,2-006 V708-75,O-RING,O-RING,0.114,0.254,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-006 1/8"" ID x 1/4"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100006,N70007,O-RING,NBR,BOYD,2-007 N100-70,O-RING,O-RING,0.145,0.285,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-007 5/32"" ID x 9/32"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101226,N90007,O-RING,NBR,BOYD,2-007 N140-90,O-RING,O-RING,0.145,0.285,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-007 5/32"" ID x 9/32"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101615,S70007,O-RING,SILICONE,BOYD,2-007 S500-70,O-RING,O-RING,0.145,0.285,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-007 5/32"" ID x 9/32"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102002,V75007,O-RING,FKM,BOYD,2-007 V700-75,O-RING,O-RING,0.145,0.285,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-007 5/32"" ID x 9/32"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102772,BV75007,O-RING,FKM,BOYD,2-007 V708-75,O-RING,O-RING,0.145,0.285,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-007 5/32"" ID x 9/32"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100007,N70008,O-RING,NBR,BOYD,2-008 N100-70,O-RING,O-RING,0.176,0.316,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-008 3/16"" ID x 5/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101227,N90008,O-RING,NBR,BOYD,2-008 N140-90,O-RING,O-RING,0.176,0.316,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-008 3/16"" ID x 5/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101616,S70008,O-RING,SILICONE,BOYD,2-008 S500-70,O-RING,O-RING,0.176,0.316,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-008 3/16"" ID x 5/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102003,V75008,O-RING,FKM,BOYD,2-008 V700-75,O-RING,O-RING,0.176,0.316,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-008 3/16"" ID x 5/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102773,BV75008,O-RING,FKM,BOYD,2-008 V708-75,O-RING,O-RING,0.176,0.316,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-008 3/16"" ID x 5/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100008,N70009,O-RING,NBR,BOYD,2-009 N100-70,O-RING,O-RING,0.208,0.348,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-009 7/32"" ID x 11/32"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101228,N90009,O-RING,NBR,BOYD,2-009 N140-90,O-RING,O-RING,0.208,0.348,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-009 7/32"" ID x 11/32"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101617,S70009,O-RING,SILICONE,BOYD,2-009 S500-70,O-RING,O-RING,0.208,0.348,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-009 7/32"" ID x 11/32"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102004,V75009,O-RING,FKM,BOYD,2-009 V700-75,O-RING,O-RING,0.208,0.348,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-009 7/32"" ID x 11/32"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102774,BV75009,O-RING,FKM,BOYD,2-009 V708-75,O-RING,O-RING,0.208,0.348,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-009 7/32"" ID x 11/32"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100009,N70010,O-RING,NBR,BOYD,2-010 N100-70,O-RING,O-RING,0.239,0.379,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-010 1/4"" ID x 3/8"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101229,N90010,O-RING,NBR,BOYD,2-010 N140-90,O-RING,O-RING,0.239,0.379,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-010 1/4"" ID x 3/8"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101618,S70010,O-RING,SILICONE,BOYD,2-010 S500-70,O-RING,O-RING,0.239,0.379,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-010 1/4"" ID x 3/8"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102005,V75010,O-RING,FKM,BOYD,2-010 V700-75,O-RING,O-RING,0.239,0.379,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-010 1/4"" ID x 3/8"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102775,BV75010,O-RING,FKM,BOYD,2-010 V708-75,O-RING,O-RING,0.239,0.379,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-010 1/4"" ID x 3/8"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100010,N70011,O-RING,NBR,BOYD,2-011 N100-70,O-RING,O-RING,0.301,0.441,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-011 5/16"" ID x 7/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101230,N90011,O-RING,NBR,BOYD,2-011 N140-90,O-RING,O-RING,0.301,0.441,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-011 5/16"" ID x 7/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101619,S70011,O-RING,SILICONE,BOYD,2-011 S500-70,O-RING,O-RING,0.301,0.441,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-011 5/16"" ID x 7/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102006,V75011,O-RING,FKM,BOYD,2-011 V700-75,O-RING,O-RING,0.301,0.441,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-011 5/16"" ID x 7/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102776,BV75011,O-RING,FKM,BOYD,2-011 V708-75,O-RING,O-RING,0.301,0.441,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-011 5/16"" ID x 7/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100011,N70012,O-RING,NBR,BOYD,2-012 N100-70,O-RING,O-RING,0.364,0.504,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-012 3/8"" ID x 1/2"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101231,N90012,O-RING,NBR,BOYD,2-012 N140-90,O-RING,O-RING,0.364,0.504,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-012 3/8"" ID x 1/2"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101620,S70012,O-RING,SILICONE,BOYD,2-012 S500-70,O-RING,O-RING,0.364,0.504,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-012 3/8"" ID x 1/2"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102007,V75012,O-RING,FKM,BOYD,2-012 V700-75,O-RING,O-RING,0.364,0.504,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-012 3/8"" ID x 1/2"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102777,BV75012,O-RING,FKM,BOYD,2-012 V708-75,O-RING,O-RING,0.364,0.504,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-012 3/8"" ID x 1/2"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100012,N70013,O-RING,NBR,BOYD,2-013 N100-70,O-RING,O-RING,0.426,0.566,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-013 7/16"" ID x 9/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101232,N90013,O-RING,NBR,BOYD,2-013 N140-90,O-RING,O-RING,0.426,0.566,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-013 7/16"" ID x 9/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101621,S70013,O-RING,SILICONE,BOYD,2-013 S500-70,O-RING,O-RING,0.426,0.566,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-013 7/16"" ID x 9/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102008,V75013,O-RING,FKM,BOYD,2-013 V700-75,O-RING,O-RING,0.426,0.566,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-013 7/16"" ID x 9/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102778,BV75013,O-RING,FKM,BOYD,2-013 V708-75,O-RING,O-RING,0.426,0.566,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-013 7/16"" ID x 9/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100013,N70014,O-RING,NBR,BOYD,2-014 N100-70,O-RING,O-RING,0.489,0.629,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-014 1/2"" ID x 5/8"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101233,N90014,O-RING,NBR,BOYD,2-014 N140-90,O-RING,O-RING,0.489,0.629,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-014 1/2"" ID x 5/8"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101622,S70014,O-RING,SILICONE,BOYD,2-014 S500-70,O-RING,O-RING,0.489,0.629,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-014 1/2"" ID x 5/8"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102009,V75014,O-RING,FKM,BOYD,2-014 V700-75,O-RING,O-RING,0.489,0.629,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-014 1/2"" ID x 5/8"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102779,BV75014,O-RING,FKM,BOYD,2-014 V708-75,O-RING,O-RING,0.489,0.629,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-014 1/2"" ID x 5/8"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100014,N70015,O-RING,NBR,BOYD,2-015 N100-70,O-RING,O-RING,0.551,0.691,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-015 9/16"" ID x 11/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101234,N90015,O-RING,NBR,BOYD,2-015 N140-90,O-RING,O-RING,0.551,0.691,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-015 9/16"" ID x 11/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101623,S70015,O-RING,SILICONE,BOYD,2-015 S500-70,O-RING,O-RING,0.551,0.691,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-015 9/16"" ID x 11/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102010,V75015,O-RING,FKM,BOYD,2-015 V700-75,O-RING,O-RING,0.551,0.691,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-015 9/16"" ID x 11/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102780,BV75015,O-RING,FKM,BOYD,2-015 V708-75,O-RING,O-RING,0.551,0.691,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-015 9/16"" ID x 11/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100015,N70016,O-RING,NBR,BOYD,2-016 N100-70,O-RING,O-RING,0.614,0.754,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-016 5/8"" ID x 3/4"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101235,N90016,O-RING,NBR,BOYD,2-016 N140-90,O-RING,O-RING,0.614,0.754,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-016 5/8"" ID x 3/4"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101624,S70016,O-RING,SILICONE,BOYD,2-016 S500-70,O-RING,O-RING,0.614,0.754,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-016 5/8"" ID x 3/4"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102011,V75016,O-RING,FKM,BOYD,2-016 V700-75,O-RING,O-RING,0.614,0.754,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-016 5/8"" ID x 3/4"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102781,BV75016,O-RING,FKM,BOYD,2-016 V708-75,O-RING,O-RING,0.614,0.754,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-016 5/8"" ID x 3/4"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100016,N70017,O-RING,NBR,BOYD,2-017 N100-70,O-RING,O-RING,0.676,0.816,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-017 11/16"" ID x 13/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101236,N90017,O-RING,NBR,BOYD,2-017 N140-90,O-RING,O-RING,0.676,0.816,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-017 11/16"" ID x 13/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101625,S70017,O-RING,SILICONE,BOYD,2-017 S500-70,O-RING,O-RING,0.676,0.816,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-017 11/16"" ID x 13/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102012,V75017,O-RING,FKM,BOYD,2-017 V700-75,O-RING,O-RING,0.676,0.816,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-017 11/16"" ID x 13/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102782,BV75017,O-RING,FKM,BOYD,2-017 V708-75,O-RING,O-RING,0.676,0.816,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-017 11/16"" ID x 13/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100017,N70018,O-RING,NBR,BOYD,2-018 N100-70,O-RING,O-RING,0.739,0.879,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-018 3/4"" ID x 7/8"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
